Name,logp1,logFC1
RBM20,0.30,0.13352712
FSTL1,0.59,0.133692424
TMEM55A,0.51,0.133722305
DYNC2H1,0.28,0.133883794
CDK6,1.29,0.133911133
STRADA,0.84,0.134003321
NRP2,0.32,0.134216944
ITPKB,0.29,0.134248098
ANO6,0.40,0.134303411
DNAJC14,0.41,0.134508133
PPCDC,0.50,0.134530385
CMIP,0.11,0.134705861
ATP6AP2,0.61,0.134809494
KIFC1,2.01,0.134922028
HNRNPF,1.98,0.134958267
SLC25A29,0.22,0.135006587
ATL2,0.13,0.135116577
DPAGT1,1.05,0.135208766
RELB,0.39,0.135371526
SHOC2,0.34,0.135407766
SACS,0.77,0.135444005
TTC30B;TTC30A,0.23,0.13548406
RAPH1,1.44,0.135611852
PTPN11,0.24,0.135635376
ARHGAP4,0.44,0.135641098
EIF1AX;EIF1AY,0.48,0.135744095
SLAIN2,0.57,0.135844549
BET1,0.36,0.136095683
CCP110,0.80,0.136098862
DLG1,0.67,0.13610967
PTRH1,0.30,0.136147181
SEPT5,0.11,0.136309306
TENM3,0.58,0.136315028
CYP2J2,0.17,0.136662801
MARCKS,0.24,0.136683146
DDAH1,1.79,0.136922201
PLA2G16,0.44,0.13705953
FYTTD1,1.58,0.137151718
TIMM8A,1.93,0.137239456
C1GALT1,0.32,0.137281418
ASNSD1,0.50,0.137382507
DGCR6;DGCR6L,0.31,0.137428284
DNM1,0.15,0.137468338
GTF2A2,0.15,0.137545904
DDX59,0.27,0.137564977
AKR1D1,0.21,0.137777964
FAM58A,0.35,0.137834549
TTC31,0.14,0.137950261
CCRN4L,0.18,0.138108571
RAB39B,0.28,0.138111115
PGLS,0.37,0.138167063
PTCD1,0.74,0.138215383
FUNDC2,1.23,0.138388952
LRWD1,0.38,0.138488134
MEF2BNB,0.64,0.138725917
SLC44A1,1.29,0.138970693
DYNLT3,1.43,0.138997396
PROSER1,0.11,0.139014562
GCFC2,1.03,0.139026642
ENTPD5,0.26,0.13920784
L1RE1,0.30,0.139259974
FARP2,0.34,0.139356613
SFXN4,0.51,0.139607112
TXN,0.32,0.139607747
CEP135,0.79,0.139633814
VTI1A,0.28,0.13984108
DNMBP,1.39,0.139884949
STAU2,0.32,0.14010493
STRADB,0.22,0.140129089
TRERF1,0.50,0.14021047
BAP1,1.16,0.140218735
DTX2,0.29,0.140244802
ZNF664,0.16,0.140478134
NFATC1,1.04,0.140513738
RBM8A,0.14,0.14053599
IQSEC1,0.31,0.140602748
PCTP,0.71,0.140603383
PLOD1,0.65,0.140735626
CPTP,0.36,0.140927633
TCF19,0.41,0.14108785
SNX30,0.21,0.141098658
SMAP2,1.00,0.141109467
SEC11A,0.33,0.141141891
PAX6,0.43,0.141151428
R3HDM1,0.20,0.141633352
WDR20,0.84,0.141634623
SEPT11,2.21,0.141653697
MTIF3,0.51,0.141729355
LSM14B,0.31,0.141732534
IMPA2,0.26,0.141747793
TMEM65,0.42,0.141854604
CRYL1,0.22,0.142152786
BTBD10,0.58,0.142510096
RNF168,0.38,0.142568588
SRI,1.20,0.142628352
PPP1R37,1.11,0.142665863
FDX1,0.52,0.14275233
EFHD2,1.39,0.142879486
ALG9,1.25,0.142941793
DNM1L,0.39,0.142964045
ENDOG,1.61,0.142976761
DUT,0.29,0.143266678
MUTYH,0.30,0.143325806
ASAP2,1.05,0.143387477
SCARA5,1.74,0.1434714
HEY1,0.24,0.143473943
RAVER1,0.31,0.143577576
SLC4A7,0.13,0.143588384
KIAA0226,0.78,0.143596013
EPHX1,0.67,0.14365387
APLP2,2.63,0.143654505
SUV420H1,0.51,0.143706004
AP4M1,0.44,0.143787384
DDRGK1,2.12,0.143854777
REXO1,0.89,0.143868128
C1orf198,0.69,0.143891017
IRF3,0.25,0.144067128
USP42,0.10,0.144226074
FUT8,0.98,0.144271851
B4GALT6,0.59,0.144353867
JMJD1C,0.79,0.144394557
ENOX2,0.29,0.144728343
TTYH3,0.45,0.144868215
SIX1;SIX2,0.86,0.14490509
SEZ6L2,0.34,0.144980748
POR,2.20,0.144988378
ALKBH7,0.25,0.145387014
CRTAP,0.44,0.145394643
ABHD11,0.26,0.145423889
ZFP92,1.18,0.145468394
LDB1,0.12,0.14560318
ST7,0.89,0.145736059
ACAD11,0.74,0.14592425
FCHSD2,0.34,0.146034241
PLEC,0.60,0.146040599
RAD52,0.37,0.146266937
ZNF280C,2.48,0.146401723
FHL2,1.98,0.146440506
KCNG1,0.39,0.14646403
SGK223,0.41,0.146504084
KLC2,0.66,0.146505992
OSBPL5,0.27,0.146509806
PLEKHB2,0.18,0.146544774
CFAP36,0.56,0.146619161
KIF23,0.16,0.146856944
RABGEF1,1.84,0.14694341
MANEA,0.67,0.147028605
LTBP1,3.97,0.147160848
NKAP,0.26,0.147169749
HPRT1,0.94,0.147246043
PRKCDBP,0.61,0.147256851
BTBD1,0.32,0.147323608
AKR1C3;AKR1C1,0.25,0.147343953
PGS1,0.45,0.147439957
DALRD3,0.34,0.147467295
NEK3,0.16,0.147489548
PARL,0.25,0.147506714
C6orf47,0.47,0.14753596
ADCY3,1.22,0.147551854
RAD23A,0.45,0.147735596
APBB1IP,1.69,0.147965749
CDC42BPA,1.26,0.147989909
DUSP9,0.25,0.147992452
TP53I3,1.19,0.148023605
ZNF414,0.21,0.148031235
SPRED1,0.80,0.148170471
NME6,0.09,0.148233414
FAM43A,1.21,0.148270289
COTL1,0.47,0.148351034
DNAJB12,0.83,0.148353577
FLOT1,1.51,0.148375829
NGLY1,1.90,0.148469289
CDK17,0.34,0.148630142
EZR,1.76,0.148705165
UBA1,2.24,0.148782094
ITPR3,0.74,0.148822149
TRAPPC3,0.19,0.148862839
ARL2BP,0.38,0.148913701
NBDY,0.26,0.148920695
ADAMTS1,0.19,0.149206161
ARMC10,1.63,0.149210612
BUD31,0.43,0.149216334
PPP6R1,0.52,0.14945666
WIPF2,1.35,0.149531047
MPV17L,0.16,0.149549484
MTM1,0.32,0.149599075
NENF,0.69,0.149621328
PRKCD,1.65,0.149628321
MAP1S,1.07,0.149668376
KIAA1468,3.32,0.149968465
XXYLT1,2.06,0.149974823
CEP55,0.29,0.150005341
TAGLN3,3.18,0.150028229
PLAUR,0.79,0.150193532
TBC1D13,1.60,0.150204976
TUBA1C,0.47,0.150232951
ASTN1,0.32,0.150315603
ACOT9,0.44,0.150443395
SIRPA;SIRPB1,0.97,0.15059789
SLC22A18,0.06,0.150636037
EEF2K,0.98,0.1506869
GLO1,1.09,0.150750478
LAMP2,1.54,0.150905609
ARHGEF26,0.30,0.150971731
DOHH,0.41,0.151042938
JPH2,1.43,0.151056925
PDK3,1.80,0.151156743
CAMSAP1,1.62,0.151165009
EPS15L1,0.60,0.151718775
EPB41L2,1.15,0.151807149
SMPD4,0.29,0.151863734
TMEM222,0.36,0.151977539
VAMP4,1.34,0.152023951
CPOX,1.85,0.152233124
HABP4,0.23,0.1523482
TFAP2C,0.10,0.152606964
HEXA,0.13,0.152769725
NHS,0.19,0.152809143
HPS5,0.34,0.152854919
ADRB1,0.23,0.15299352
IRS2,0.47,0.153036118
STX3,0.28,0.15336291
CYP2S1,0.56,0.153363546
RITA1,0.09,0.153631846
MB21D2,1.02,0.153677622
BMP2K,0.69,0.153692881
NADSYN1,0.72,0.153893789
SH3RF3,0.45,0.153937022
LPXN,0.40,0.15401268
SNTB2,0.78,0.154014587
PIGA,0.88,0.154051463
IGHMBP2,1.20,0.15409406
H6PD,0.72,0.15428861
CYBRD1,0.45,0.154307683
CAB39L,1.34,0.154373169
NID1,0.92,0.154420217
EHD2,0.56,0.154432933
TBC1D23,1.17,0.154466629
ESYT2,2.51,0.154491425
RAF1,0.79,0.154491425
MARS2,0.86,0.154611588
NET1,0.24,0.154771169
CELF2,1.11,0.154791514
SLC35G2,0.44,0.154842377
KIF16B,0.47,0.154877981
EHD1,0.46,0.155042013
DNAL4,0.23,0.155064901
GATA4,0.35,0.155078252
PKD2,0.16,0.155148824
PPP1R18,1.91,0.155431747
STK16,0.27,0.155748367
PKMYT1,0.95,0.156124751
ITPRIP,0.33,0.156162262
ARPC1B,1.36,0.156202952
THTPA,0.27,0.156232198
CARS2,2.45,0.156381607
GRK6,0.90,0.156389236
TRIP10,1.55,0.156421026
FAS,0.34,0.156449
INTS7,1.16,0.156467438
SKA2,1.58,0.15660731
IQGAP3,0.43,0.156859716
CDC42SE1,0.16,0.156911214
PPP1CB,0.33,0.156990051
EPG5,1.11,0.157236735
FYCO1,0.20,0.157337189
MYADM,0.26,0.157527288
DHDDS,0.16,0.157745997
SPAG9,0.87,0.157757441
ERRFI1,1.97,0.157844543
ACSS2,0.53,0.157875061
AMMECR1,1.10,0.157958349
RWDD2B,0.23,0.158189138
PATL1,0.40,0.158264796
PFDN2,0.58,0.158526103
PRKD1,0.54,0.158611298
HOXB4,0.20,0.158711116
LRRFIP2,1.86,0.158718109
NIN,1.49,0.158736547
WNK4,2.09,0.158757528
FAM109A,0.24,0.158885956
FAM32A,0.36,0.158887863
BIN3,1.92,0.159090678
RBPMS,0.53,0.159254074
MOB3A,1.08,0.159261703
PRKAG2,0.88,0.159276326
MET,1.95,0.159433365
TMEM9B,1.02,0.159470876
LAMA4,1.14,0.159614563
ARNTL,1.02,0.159739812
SIDT2,0.17,0.159906387
RAP2C,0.87,0.159956614
DBNL,0.89,0.159968058
TMEM14C,0.41,0.160730998
UBE2Z,0.54,0.16079394
LPAR3,0.62,0.160901388
CXorf40A;CXorf40B,0.33,0.160938263
LEPREL4,0.55,0.161059697
GPX4,0.49,0.161112467
KIAA1671,1.64,0.161165237
HDAC8,0.88,0.161219279
TRIM62,0.30,0.161385218
CEP57,1.07,0.161396027
SLC39A11,0.50,0.161436081
ATP13A1,0.73,0.161492666
UPRT,0.24,0.161586761
RPUSD3,0.58,0.16197141
OGT,4.23,0.162028631
TRAPPC5,0.74,0.162029902
DOCK6,0.65,0.162298203
KSR1,0.07,0.162408829
SPTBN4,0.13,0.162459056
MSRB3,2.35,0.16248258
AUNIP,0.23,0.162820816
NUMBL,0.82,0.162851969
SH3BP1,0.17,0.163005829
ARNTL2,0.79,0.163017909
ARMC7,0.32,0.163033803
CLIC4,1.38,0.163136164
ANKRD50,1.18,0.163197835
CSK,1.01,0.163199107
PDXP,0.27,0.16330719
RTKN,0.35,0.16351827
GCC1,1.26,0.163551966
ATP8B2,0.67,0.163553238
MYF6,0.19,0.163615545
CUTC,0.22,0.163644791
VMP1,0.67,0.163694382
MSL3,0.26,0.163761139
ENOPH1,0.12,0.163761775
KLHL4,0.81,0.164082209
RNPEP,1.57,0.1641922
SRF,0.23,0.164326986
MAP2K3,0.47,0.164404551
TPRN,0.46,0.164609909
UBXN6,1.07,0.164770126
CFAP97,1.15,0.164822261
SORBS2,0.62,0.16495196
SEPN1,0.21,0.165027618
ZMYND8,0.20,0.165149053
CKS2,0.17,0.165243149
NMT2,0.81,0.165341059
SLC9A8,0.20,0.16570727
IFRD1,0.82,0.165748596
LAYN,0.40,0.165762583
TCF3,1.06,0.165866216
MTMR4,0.44,0.165920258
RAB14,0.90,0.165921529
LEPREL2,0.51,0.166037877
SLC9A3R2,0.39,0.166243871
FPGS,0.40,0.166278203
TAF9B,1.68,0.166425705
FAM168A,0.83,0.166477839
MAD2L1BP,0.21,0.166866302
TYK2,0.67,0.167043686
ECM29,2.39,0.16707166
WDR53,0.22,0.167162577
RAB34,0.23,0.167345047
SF1,0.46,0.167526245
RAB23,1.10,0.167549133
RLIM,0.41,0.167571386
AGPAT1,0.43,0.16767629
SURF4,0.30,0.167699178
INVS,0.16,0.167811394
POMGNT1,0.22,0.167832692
RABL3,3.12,0.167859395
IRS1,0.38,0.167866389
GLUL,1.74,0.16787974
ARF5,1.50,0.167883555
ARL6IP1,1.58,0.168121974
COPE,0.39,0.168209076
SFR1,0.43,0.168231328
MAP2K7,0.39,0.168245951
ADAM15,0.58,0.168320974
SLC27A1,0.39,0.168380737
DDAH2,0.27,0.168689092
ATP5G1,1.57,0.168702443
EIF2AK2,0.88,0.168863932
B3GAT3,0.23,0.168883642
PAIP1,0.29,0.169080734
PLEC,0.35,0.169080734
KLHL18,1.00,0.169125239
C7orf43,0.57,0.169144948
MXRA7,0.42,0.169230779
MAGEE1,0.10,0.169384003
PDCD2,0.26,0.169569651
CCDC130,0.44,0.16961352
PHKG2,0.27,0.16966184
PPP2R5B,1.42,0.169863383
TPST2,0.29,0.169871648
NELFB,2.13,0.169911702
MAPKAPK2,1.26,0.16992569
AP3S2,1.26,0.17000707
ZCRB1,0.22,0.170086543
FAM50A,0.30,0.170448303
RIPK2,2.36,0.170524597
TP53,1.59,0.170617421
FNBP1,0.57,0.170650482
TNFAIP2,0.49,0.170768102
RGS20,0.20,0.170947393
HEATR5B,1.93,0.170979818
SSH3,0.37,0.171056747
GDI1,1.77,0.171220779
B3GALT5,1.44,0.17131424
ADSS,1.71,0.17134285
CPT1A,0.88,0.171410878
KLHL23,0.31,0.17154185
MYO1C,0.37,0.17165184
EVA1A,0.28,0.171665192
GNA14,0.24,0.17171224
PLEKHO1,0.42,0.17176946
ZDHHC6,1.08,0.17199707
PTPRF,0.60,0.172044118
BCKDK,2.47,0.172252019
TRPC4AP,0.29,0.172296524
PRRX2,0.55,0.172377904
HRAS,1.47,0.172477086
ATHL1,0.71,0.172574361
CUEDC2,1.64,0.172657013
FKBP8,0.22,0.172681173
NT5C2,1.80,0.172727585
MARCH7,0.42,0.172907511
DCBLD1,0.31,0.173053106
CASP3,0.50,0.173072815
DOPEY2,0.40,0.173235575
PCGF2,0.59,0.173276901
GPR39,0.29,0.173479716
TBL1XR1,1.08,0.173727671
SLC27A4,0.85,0.173796972
SLIT2,1.79,0.174074173
LZTS2,0.68,0.174182892
ZNF721,0.77,0.174210231
ART4,0.12,0.174257914
ANKIB1,0.54,0.174474716
MAP2K2,0.76,0.174531937
FOXO3,0.80,0.174631119
ADAT2,0.62,0.174650828
GNA11,0.54,0.174792608
SETD7,1.11,0.174863815
KLHL26,0.41,0.17487208
RAD17,0.22,0.174923579
COQ10B,1.09,0.174987157
CRAT,0.51,0.17499733
PIP5K1C,0.34,0.174999873
UCK1,0.40,0.175146103
MYO9B,1.08,0.175185521
SLC25A14,0.19,0.175511678
BICC1,0.30,0.175556183
ZKSCAN1,0.43,0.175812403
PPP1R9B,0.93,0.176123937
UFSP1,0.21,0.176316579
WFS1,0.77,0.17635409
CRLS1,0.20,0.176369349
AFF1,0.23,0.176750819
NME1,0.67,0.176787694
GPATCH2,1.52,0.176883062
MUS81,1.42,0.176984151
LRRC8E,1.47,0.17701149
EMC6,0.88,0.177105586
PSAP,0.52,0.177302678
CLDN3,0.29,0.177349726
WDR13,1.50,0.177431742
ADCY6,0.31,0.177534739
STXBP1,1.00,0.177641551
PCNXL3,0.72,0.17767334
PDZD8,2.05,0.177691142
CARKD,0.24,0.177974701
ERCC1,0.77,0.177999496
RALGAPA2,0.27,0.178461711
DSE,0.13,0.178672791
RBM3,0.19,0.178691228
FBLIM1,0.78,0.178729375
PEX1,0.43,0.178807576
PIGS,0.31,0.178809484
TIMMDC1,2.15,0.178853353
SLC25A30,0.27,0.178895315
HSF2,0.75,0.178936005
DOT1L,0.92,0.178942362
RTN2,0.32,0.17899704
BCL10,1.39,0.178998947
TNPO2,1.88,0.179015477
DVL1;DVL1P1,2.55,0.179218292
GALNT14,1.15,0.17945226
PLA2G4A,1.10,0.179461161
PAK3,1.50,0.179463704
RNF126,0.38,0.179645538
APOA1BP,1.79,0.179894765
AGPAT9,1.05,0.179971695
KANSL1L,0.86,0.18026797
ARHGEF12,0.76,0.180387497
SEMA4D,1.54,0.18060112
CDKN1A,0.43,0.181405385
SAYSD1,0.71,0.182179133
CAPS,0.32,0.182299296
PEX6,1.50,0.182472229
C5orf28,0.76,0.182753881
C1orf43,0.71,0.182758331
INPP5A,0.57,0.182917913
KLHL15,0.17,0.182940165
RAB11FIP5,2.14,0.18297259
ORMDL3,0.96,0.182997386
ZNF784,0.24,0.183124542
PSTPIP2,0.81,0.183204015
HIC1,0.58,0.183505376
TNPO3,0.83,0.183574677
SOWAHC,1.48,0.183625539
PKN1,0.69,0.183649063
SLX1A,0.20,0.183704376
PSMD4,0.42,0.183815002
EFNB2,0.10,0.183900833
PKNOX1;PKNOX2,0.22,0.184602737
CHIC2,0.44,0.184855143
SYPL1,0.51,0.184938431
SLC25A25,1.78,0.185011546
PIGW,0.76,0.185278575
TOR1AIP2,0.76,0.185281754
KIAA1107,1.02,0.185321808
SMPD1,0.87,0.185349782
SIPA1L3,1.82,0.18545723
CEP104,0.31,0.18551
DDX50,1.15,0.185612361
MFSD3,0.45,0.185664495
FBXW8,0.21,0.18572553
SCNM1,0.25,0.1859773
DSP,0.20,0.186044693
DOK1,0.61,0.186370214
BRWD1,0.15,0.186550776
MEAF6,0.15,0.186552684
RIMS1,0.98,0.186556498
CHKB,0.07,0.186618169
CD320,1.71,0.18669637
TNIK,0.66,0.186770757
HIP1,1.40,0.187157949
HBS1L,0.77,0.187449773
PNPLA2,0.36,0.187580109
AGPAT3,0.52,0.187608083
COL4A2,0.85,0.187714259
IDH3G,0.76,0.187718709
COX18,0.91,0.1877683
TPBG,2.48,0.187834422
HNRNPH2,0.29,0.187990824
SUFU,0.39,0.188229879
SNRK,1.65,0.188251495
SH3RF1,4.90,0.188395182
PLP2,0.74,0.188613892
TBC1D22B,0.76,0.188739777
PALM2,1.04,0.18918101
RNFT1,0.33,0.189499537
FBXL3,0.25,0.189746221
CORO2A,1.30,0.189850489
TRPT1,0.31,0.189886729
ALG3,0.39,0.19011116
SENP2,0.39,0.190119425
GPR50,0.26,0.19022433
TMEM206,0.24,0.190590541
CUX1,0.32,0.190830866
S100A16,0.58,0.19084549
FAM213A,0.38,0.191318512
DLG3,0.26,0.19132932
TTC39C,0.74,0.191380183
TMEM205,0.69,0.191397349
TAX1BP3,0.44,0.191647847
ZFP64,0.93,0.19175148
GYG1,0.97,0.19177564
EIF4G1,0.21,0.191904068
FLNC,1.60,0.191935221
TCHP,1.29,0.192006429
MMP24OS,0.27,0.192106247
PTPN14,3.26,0.192337036
PDCD6,0.84,0.192654928
CYLD,0.80,0.192682902
TFE3,0.22,0.192785899
FZD6,0.78,0.192788442
VANGL1,0.56,0.192889531
SLC20A2,0.61,0.193166733
CPNE2,0.42,0.193213145
KDM5C,3.41,0.193307241
CCND1,1.88,0.193448385
VANGL2,0.25,0.193482717
TMEM161A,2.24,0.193634669
CARM1,2.06,0.19364357
MIB2,0.43,0.193645477
SCAPER,1.36,0.193707148
DNAJC25,0.54,0.193936666
DPP9,3.19,0.193977992
SLC12A6,0.73,0.193991979
FUK,0.26,0.194173813
USP36,2.28,0.194306056
SEMA7A,2.31,0.194360733
CARD8,0.39,0.194431305
TRIM4,2.11,0.194875717
ACADVL,0.16,0.194963455
MRS2,0.30,0.195004145
NCAM1,1.88,0.195571264
NACC1,0.66,0.195682526
CNOT6L,0.58,0.195689519
SMIM20,0.40,0.195695241
SLC43A1,1.85,0.195714951
DDX31,0.11,0.196011225
TMEM38B,2.62,0.19602712
NR2F6,0.39,0.196128845
SGMS1,1.97,0.196623484
ADAT3,0.27,0.196704865
FAM110A,0.87,0.197153727
ALDH1L1,0.24,0.197518667
SDHAF2,0.25,0.197649638
CCDC88A,2.81,0.197703679
BAIAP2L1,2.95,0.197750092
HMGA2,0.44,0.197891235
SNX8,0.36,0.197913488
ANP32E,0.27,0.198116938
TSEN15,0.32,0.198196411
PRKAB2,0.69,0.198232015
HPS6,0.74,0.198369344
AIFM2,0.30,0.198537827
AES,0.34,0.198720296
ARHGAP23,0.48,0.198812485
PPAP2C,1.32,0.198919932
CSNK1A1,0.66,0.199503581
MBOAT2,0.84,0.199542363
TNK2,0.50,0.199720383
CERCAM,0.79,0.199761073
RAP1GAP2,0.11,0.199906667
COLGALT1,1.11,0.199976603
KIF1C,0.56,0.200240453
POMGNT2,0.19,0.200375239
COPS7A,0.37,0.20046107
ISG20,0.26,0.200567245
SLC19A2,0.27,0.200915019
TRIOBP,0.86,0.201072057
FBXO6,1.18,0.201119741
AMOTL2,0.97,0.201322556
GRAMD1B,1.71,0.201334635
KCTD1,0.56,0.201349258
B4GALT3,0.38,0.201506297
ZNF689,0.85,0.20150884
RBP7,0.91,0.201529185
CLIP2,2.61,0.20169576
MICALL2,0.73,0.201759974
MAPT,0.24,0.201794942
NAGA,0.28,0.202115377
STK4,0.86,0.202130636
GCSH,1.44,0.202189128
NXT1;NXT2,0.50,0.202426275
MYSM1,1.09,0.202431361
ABTB1,0.78,0.202466965
TBL1X,0.68,0.202533722
CTGF,0.59,0.202596664
TTC28,0.90,0.202631632
PDCL,0.99,0.202767054
DDR2,2.10,0.202793757
CORO2B,2.08,0.202936172
PTPRS,0.37,0.20296224
TPST1,0.56,0.202976863
MAOB,0.95,0.203190486
LAMC1,2.29,0.203699112
PCBD1,0.30,0.203794479
RNF149,0.27,0.203823725
MBTPS1,0.20,0.203878403
SETD9,0.91,0.203922908
VRK2,2.00,0.203996658
ALDH2,1.71,0.204119364
TUBE1,1.99,0.204348246
VEGFC,0.92,0.204448064
ZFYVE9,1.72,0.20472908
PTGS2,0.40,0.204854965
ALG2,0.52,0.205067952
HTRA2,0.36,0.205205917
CCDC102A,0.15,0.205336253
ARHGAP18,0.76,0.205591202
PDE4D,0.20,0.205728531
MPC1,0.82,0.205903371
ASB1,0.53,0.206219355
SH2B3,0.28,0.206432343
SAPCD2,0.64,0.206555684
RABIF,0.34,0.206600189
KRAS,0.75,0.206902822
E2F7,0.30,0.207080205
RBMX2,0.84,0.207158407
SRC,1.52,0.207185109
ST6GALNAC4,0.35,0.207290649
MZT2B,0.29,0.207369486
MAP3K6,0.11,0.207794825
HS1BP3,0.82,0.208046595
LRP10,0.36,0.208232244
PUS7,1.20,0.208254496
TMEM219,0.21,0.208446503
SLC44A2,0.28,0.208477656
MECP2,0.93,0.208545049
SHISA2,0.23,0.208660762
BCAP29,0.30,0.208679199
RDH10,0.94,0.208930969
ALAD,0.31,0.209231059
RABL6,1.44,0.209271749
TULP4,0.31,0.209350586
KANK2,0.16,0.209432602
CMTM7,2.70,0.210507711
SNAPC2,1.63,0.210640589
MFI2,0.70,0.210737864
LIX1L,0.29,0.210825602
MSN,2.40,0.210872014
FOSL1,2.01,0.211042404
PSPH,0.48,0.211119334
CHST3,0.99,0.211123784
TMEM177,0.34,0.211201986
FAM89B,0.22,0.211452484
GK;GK3P,0.47,0.211675644
TMEM147,0.42,0.211750666
LRRFIP1,0.48,0.211833318
KRT1,0.08,0.211926778
C2CD2,1.68,0.212482452
RAB11A;RAB11B,0.50,0.21251742
TNFAIP3,0.12,0.212554932
DAB2IP,0.57,0.212681452
LYSMD1,0.30,0.212871552
SMTN,1.39,0.212943395
BTBD2,0.68,0.21294721
MYOF,0.52,0.213046392
SOAT1,1.34,0.213083903
C15orf39,0.29,0.213143031
SPIRE1,0.62,0.213388443
NLRX1,0.31,0.213415146
TIMM17B,0.33,0.213473002
QPCTL,0.45,0.213894526
POLR2L,0.29,0.214301427
ENDOD1,0.48,0.214365005
CC2D1A,1.36,0.214380264
CASP8AP2,0.33,0.214460373
BCL2L1,0.54,0.214466095
SLC12A9,0.32,0.214721044
TSPYL5,1.08,0.214820862
TPM4,0.73,0.215339661
ACTBL2,0.29,0.21546936
SELO,0.17,0.215515137
GNAS,0.38,0.215902328
TCHH,0.33,0.215929667
HSPB1,1.09,0.216197332
SLC9A6,0.70,0.216573079
TACC2,1.12,0.216840744
GPSM1,1.42,0.216842016
APH1A,0.57,0.217147191
DNAJB2,0.35,0.21742185
ALAS1,2.02,0.217748642
COL12A1,1.67,0.218084971
AKAP2,3.61,0.218352636
CD97,1.01,0.218361537
CCDC90B,0.13,0.218626658
PEX13,0.58,0.219067891
PRRC2C,0.76,0.219259262
LRRC8A,0.48,0.219285329
NDOR1,0.68,0.219665527
CUX1,0.53,0.219671249
SLC9A7,1.08,0.220609665
SPPL2B,0.31,0.220739365
C14orf80,0.37,0.220776876
ERCC6,1.31,0.220869064
SLC4A7,0.22,0.220989227
FAM173A,0.38,0.221546173
MEX3B,0.70,0.22157224
LRCH4,2.58,0.221610387
COL5A2,0.96,0.221687317
ZDHHC24,0.25,0.221689224
CANT1,1.14,0.221773783
F10,0.27,0.221996943
DMTN,0.41,0.222025553
TMEM242,0.71,0.222073873
RRAS,0.78,0.222380956
MAP3K3,0.35,0.222403844
GIPC3,0.40,0.222624461
SH3PXD2A,1.19,0.223119736
HTRA1,0.47,0.223249435
MAST4,2.05,0.223454158
HAGH,0.32,0.223686854
ZNF655,0.26,0.223802567
SEPT9,2.14,0.223860423
CDKN2C,0.27,0.223880768
LDLRAP1,0.45,0.224070231
TSC22D1,0.33,0.224185308
TICAM1,1.18,0.224319458
ASPM,0.98,0.224454244
USP20,1.98,0.224473953
DZIP3,0.31,0.224592845
DSC2;DSC3,1.97,0.225520452
KIF18B,0.29,0.225922267
ZNF462,2.50,0.226009369
ZBTB45,0.85,0.226010005
HEMK1,0.56,0.2260952
TEC,0.27,0.22620519
STC2,0.40,0.226338704
ZNF706,1.56,0.226431529
ZNF275,0.26,0.226570129
FAM3A,1.15,0.226707458
MAP1LC3B;MAP1LC3B2;MAP1LC3A,0.35,0.226906459
SPIDR,0.18,0.227048238
SMIM8,2.19,0.227076848
MYO6,0.35,0.227373759
OLIG1;OLIG3;OLIG2,0.37,0.227582932
ETHE1,3.31,0.227861404
PRKAR2B,2.68,0.227900823
PLXNA2,1.76,0.228175481
QTRT1,1.08,0.228244781
ANXA4,1.24,0.228473663
FRMD5,0.62,0.228538513
IAH1,0.37,0.228574117
VCAN,1.33,0.22865359
ZXDC,1.23,0.22876358
GHITM,4.33,0.228853226
ZMYND19,0.36,0.229028702
MECOM,0.63,0.229151408
AHNAK2,1.22,0.229199092
FASTK,0.32,0.229513804
SCCPDH,2.55,0.229611079
CSNK1E,0.53,0.229740143
YPEL5,0.36,0.229808807
COL6A2,2.10,0.230251948
EPS8,0.78,0.230378469
XPA,0.63,0.230653763
GSN,1.55,0.230710983
GPSM2,0.77,0.230832418
IRAK1,2.79,0.231054306
IGF2,0.61,0.231268565
CXCR4,0.51,0.231269201
PNPLA8,0.43,0.231330236
EI24,0.56,0.231461843
GUSB,1.04,0.231641769
C7orf26,0.41,0.231709798
RAB6B,0.35,0.23177592
ARF1,1.20,0.232342402
NRGN,0.34,0.232405345
MPV17L2,0.55,0.233021418
PLOD3,1.47,0.233371735
LRFN4,0.19,0.233900706
COL4A1,2.31,0.234125137
ULBP3,1.23,0.234670003
CLIC6,1.21,0.234763463
CEP128,0.36,0.234976451
AFF3,0.32,0.235116959
APBA3,0.25,0.235225677
CCDC22,0.40,0.235274633
BNC1,0.43,0.235546748
ZMIZ1,0.30,0.235627492
CBX6,0.26,0.235732396
ULK1,0.49,0.23573939
CARD10,0.32,0.235848109
ALDH9A1,0.33,0.235939662
TM4SF1,0.18,0.235977809
SPRY2,0.70,0.236315409
PTEN,0.63,0.236452738
DCPS,2.54,0.236817678
CEP170,0.86,0.236929576
GALNT6,1.27,0.23752594
HTRA3,0.59,0.237568537
UBE2W,0.57,0.23771286
TWIST2;TWIST1,0.96,0.237754822
PLAT,1.36,0.238145192
B3GNT2,0.31,0.238214493
LENG9,1.15,0.238232295
CDK16,1.30,0.238426844
SLC37A3,0.55,0.238700867
NAV2,1.67,0.239751816
FAM20B,1.12,0.240146637
APOBEC3D,0.38,0.240171432
GHDC,0.32,0.240214666
EGFL7,0.30,0.240337372
PDLIM5,1.02,0.240962982
BLOC1S3,0.31,0.240986506
QSOX1,1.53,0.241076787
MEF2D,1.39,0.241333008
SIRT7,0.60,0.242127101
NEIL3,0.39,0.242741903
