Name,logp1,logFC1
TSC22D1,0.10,0.086390177
TMEM158,0.14,0.086429596
SAC3D1,0.30,0.086454391
ADAT1,0.26,0.086549123
ATG9A,1.75,0.086559931
HMX3,0.21,0.086731593
NKRF,0.39,0.086760839
MAPKAP1,0.34,0.086765289
TMEM63B,0.15,0.086772283
HSPA12A,0.15,0.086795807
XYLB,1.13,0.086823781
NDC80,0.84,0.086951574
SPATA2,0.39,0.086956024
UPF1,1.21,0.087022781
FMNL2,0.38,0.08706665
WNK2,0.11,0.087088267
MTURN,0.17,0.087093353
ZNF267,0.40,0.087144852
ACTR10,0.81,0.087243398
SLC19A1,0.23,0.08724467
PLEKHO2,0.12,0.08724912
CTIF,0.70,0.087271372
UBE3C,0.57,0.08734258
SLC25A10,0.29,0.087380727
INTS2,0.36,0.087381363
C6orf89,0.52,0.087392807
FANCB,1.26,0.087438583
LRRC59,0.57,0.087474187
BAD,0.15,0.087483724
SMARCA4,0.34,0.087652206
NAT6,0.35,0.087661743
MBD1,1.62,0.087723414
C19orf52,0.19,0.087749481
VEPH1,0.27,0.087779363
AK5,0.18,0.087931951
YWHAQ,1.12,0.087945302
APOO,0.37,0.087982814
RBP4,0.05,0.087990443
CLEC11A,0.08,0.088003794
SDCCAG8,0.64,0.088090897
STK39,0.49,0.088218689
TSNAX,0.94,0.088225683
PTDSS2,0.24,0.088250478
RASA2,0.26,0.08833758
TOR1A,0.18,0.088363012
STX16,0.17,0.088403066
SLC35B2,0.34,0.088468552
NARS2,0.47,0.088469823
MRI1,0.31,0.088489532
PFKL,0.52,0.088521322
CASP6,0.60,0.088584264
IQGAP1,1.04,0.088592529
KATNBL1,0.18,0.088614146
MOGS,0.35,0.088773092
MPRIP,1.50,0.088830948
CCDC174,0.38,0.088886261
ANXA5,1.88,0.088898977
CMTM6,0.22,0.088914235
FAM126A,1.69,0.089008967
GMPR,0.24,0.089056015
ABCC5,0.43,0.089128494
SERPINB8,0.51,0.089226405
IFFO2,0.15,0.089264552
CLDND1,1.90,0.089433034
B9D1,0.14,0.089435577
ATN1,0.14,0.089491526
BAG4,0.18,0.089546204
AS3MT,0.23,0.08957545
NO66,0.17,0.089604696
GNS,0.51,0.089612325
PHF20,0.48,0.089761734
ARAF,0.34,0.089771907
LMTK2,0.19,0.089808782
CYB5A,0.37,0.089818954
HDDC2,0.13,0.089863459
NUDT22,0.20,0.089916865
AGPAT4,0.24,0.089929581
NRM,0.58,0.089981079
LNX2,1.37,0.090019226
RAB12,0.83,0.090032578
ATRN,0.37,0.090123494
TOMM40L,0.14,0.090178808
GLCCI1,0.12,0.090265274
PRDX6,1.44,0.090300878
LEPREL1,0.21,0.090316137
PEA15,0.10,0.090319316
KIF2C,0.30,0.090333303
ERICH1,0.75,0.090358734
CAMK2D,0.51,0.090451558
PACS2,0.27,0.090466817
ZNF319,0.22,0.090520223
TEP1,0.12,0.090553284
CIAO1,0.35,0.090556463
BRI3,0.53,0.09062767
MYO6,0.31,0.090628306
CAT,0.40,0.090695699
SLC30A7,0.17,0.090710958
STK35,0.30,0.09071668
GNAS,0.06,0.090731303
CRY2,0.18,0.090738297
AMPD2,0.28,0.090802511
ORC3,0.42,0.090852102
ALKBH5,0.52,0.090861003
KDM6A,0.42,0.090908051
TRIM56,0.21,0.090957642
SLC41A3,0.36,0.090988795
R3HCC1L,1.00,0.091129939
MTMR14,0.82,0.091187159
ZNF185,0.38,0.091192881
JTB,0.30,0.091241201
LYN,0.45,0.091276805
ALDH9A1,0.26,0.091279348
CABLES1,0.25,0.091335297
TAGLN2,0.99,0.091407776
SOGA1,0.27,0.091420492
NUDT3,0.74,0.091465632
IDE,1.75,0.091489792
ANLN,0.53,0.091538111
HMCES,0.88,0.091544469
ARMCX1,1.36,0.091550191
PLCD3,0.79,0.091643651
FAM64A,0.19,0.091686885
TMEM167B,0.86,0.091686885
SPG20,0.59,0.091742198
ASNA1,1.12,0.091751099
THUMPD2,0.13,0.091871262
FAAP100,0.38,0.091890335
GYPC;CNTNAP2,0.20,0.091894786
C1QBP,0.10,0.091930389
CPD,0.70,0.091945012
GLA,0.52,0.091966629
SLC35E1,1.65,0.092022578
FAM160A2,0.13,0.092079163
UXS1,0.39,0.092131933
TECR,0.20,0.092226028
RTN4RL2,0.15,0.092267354
KIF14,0.94,0.092297872
SBF1,0.19,0.092327118
BIRC5,0.22,0.092341105
IRF2BP1,0.24,0.092374802
AKR7A2,1.26,0.092395147
TPCN1,0.12,0.092430115
GOLGA3,1.43,0.092436473
TSKU,0.45,0.092476527
REXO4,0.31,0.092503866
SMC5,0.36,0.092561086
TFB1M,0.24,0.092562358
SVIL,0.75,0.092568715
BBX,1.75,0.092603048
INTS6,1.13,0.092609406
CEP72,0.25,0.092629751
RFPL4AL1;RFPL4A,0.66,0.092644374
CENPC,0.55,0.092645645
PGRMC1,0.60,0.092802048
TBCK,0.15,0.092817307
L1CAM,0.30,0.09283193
FLNA,0.32,0.092847824
ERLIN1,0.23,0.092868169
CEP78,0.88,0.092899958
SLC5A6,0.64,0.092907588
RAC2,0.17,0.092927933
RAP2B,0.48,0.092985789
ADRBK1,0.21,0.093027115
ST3GAL6,1.00,0.093143463
TRAPPC2B;TRAPPC2,0.46,0.093149185
COL7A1,0.67,0.093239466
STX17,0.72,0.093342463
LUZP1,0.75,0.093371709
MAPK1IP1L,0.10,0.093383153
ADO,0.22,0.093393962
MAN2B2,0.24,0.093408585
SLMO2,3.50,0.093410492
LCLAT1,0.59,0.093444824
IRF2BP2,0.20,0.093471527
RIOK1,0.14,0.093475978
CSNK1D,0.24,0.093549728
XPNPEP1,0.85,0.093564987
ARHGAP6,0.17,0.09356753
HPS3,0.31,0.093606313
ANKRD17,0.33,0.09360822
STX7,1.68,0.093621572
RTEL1,0.12,0.093677521
MCU,0.56,0.093718847
SPCS3,0.17,0.093902588
PRSS23,0.51,0.093985875
CACNA2D1,0.14,0.093985875
TDRD7,0.35,0.093986511
DKK1,0.43,0.094144821
BABAM1,0.78,0.094270706
RNF5,0.88,0.094284693
ALKBH4,0.28,0.09430631
NF2,0.32,0.094547908
ZNF595,0.23,0.094564438
TTF1,0.98,0.09457016
TOMM34,0.60,0.094675064
PXK,0.97,0.094743729
MTMR3,0.20,0.094755809
PROCR,0.39,0.094765981
KLHDC2,0.25,0.094847997
MICA,0.15,0.094933828
SELK,0.23,0.095013301
TAOK3,0.46,0.095013936
PRUNE,0.16,0.095020294
SUV39H1,0.18,0.09515063
CBX1,0.12,0.095169703
DENND4B,0.29,0.095271428
CCPG1,0.61,0.095350266
HACE1,0.10,0.095465978
SPG21,1.09,0.095552444
STARD3NL,0.27,0.095612208
MINK1,0.71,0.095612844
GNB5,0.07,0.095737457
MMADHC,0.58,0.095776876
ZNF773;ZNF419;ZNF256;ZNF154;ZNF548,0.07,0.095783234
ELMOD2,0.44,0.095836639
BCR,0.19,0.095846176
CBS,0.62,0.095916112
BBS10,0.88,0.095953623
RIN2,1.80,0.095959345
PLAUR,0.17,0.096026738
VPS52,1.36,0.096030553
SPATS2,1.39,0.096105576
SLC25A40,0.17,0.096163432
ESPN,1.32,0.096178691
TRHDE,0.23,0.096193949
RAB5A,0.18,0.096319834
KIAA0040,0.04,0.096352259
NUDCD3,1.45,0.096392314
DHX33,0.32,0.096446991
HAUS5,0.15,0.096525828
TIPRL,0.25,0.096612295
CHID1,0.41,0.096646627
TAP1,0.20,0.096651713
KIF21B,0.90,0.096686045
NAGPA,0.39,0.096705755
ZBED4,1.93,0.096707026
PTPRJ,0.33,0.096746445
VPS28,0.99,0.096776326
EPM2A,0.10,0.096804301
CNIH3,0.53,0.096886953
CLK1,0.74,0.096918106
NEK7,0.46,0.09698995
DOPEY1,0.07,0.097005208
CENPJ,1.48,0.097122192
SH3GLB1,0.17,0.097125371
PALD1,1.22,0.097125371
MAPKAPK3,0.27,0.097265879
PI4K2A,1.15,0.097325007
CRTC3,0.14,0.097349167
RING1,0.81,0.097446442
CHP1,0.34,0.097513835
SNX17,0.24,0.09754626
CKAP2L,0.44,0.097611745
TMED1,0.44,0.097635905
EVI5,0.43,0.097670873
LSM3,0.19,0.097756068
EP400NL,0.20,0.09779803
TMEM189,0.11,0.097846349
TAF6L,0.35,0.097866694
UBALD2,0.12,0.097915014
COL18A1,0.29,0.098014196
FUCA2,0.73,0.098018646
AKR1A1,0.25,0.098069509
SMC3,0.20,0.098130544
TEX2,0.15,0.098181407
CLTC,1.40,0.098207474
TMOD1,0.19,0.098235448
MYL12A;MYL12B;MYL9,0.22,0.098274867
INPPL1,1.63,0.09830602
,0.34,0.098335266
UBE2J1,0.61,0.098475138
DHPS,0.81,0.098484039
ASXL2,0.80,0.098498662
NPHP3,1.02,0.098576864
ARPC3,0.32,0.098618189
NUP188,0.77,0.098637263
RAB3GAP2,0.51,0.09866333
EIF3D,0.37,0.09869957
TMCC3,0.20,0.098839442
PACS1,0.96,0.098883947
UBE2J2,1.10,0.098907471
RNF113A,2.09,0.098948797
HNRNPDL,0.94,0.098973592
IL13RA1,0.09,0.098997116
DSCR3,0.86,0.099084854
TNFRSF19,0.70,0.099099477
KIAA0586,1.26,0.099107107
SEPSECS,0.17,0.099165599
AHI1,0.48,0.099171956
URI1,0.79,0.099236806
VAC14,1.13,0.099252065
SETDB1,1.03,0.099253337
PSMD5,0.37,0.099257787
MICU1,0.67,0.099279404
CLASRP,0.11,0.099368413
MTMR10,0.54,0.099405289
ASMTL,0.24,0.099540075
TCEAL3;TCEAL5;TCEAL6,0.19,0.099608103
ZNF326,0.53,0.099611282
SUMF1,0.18,0.099734624
KIAA0754,0.17,0.099766413
PTAR1,0.28,0.099796295
UBP1,0.52,0.099846522
HERC3,0.16,0.099847158
CLTA,1.43,0.099974314
FGFRL1,0.42,0.100061417
KIF23,0.27,0.100268046
MINPP1,0.26,0.100333532
ZNF7,0.22,0.100345612
NT5DC2,0.30,0.10034879
SEC16A,1.21,0.100349426
MIB1,0.57,0.100423177
RBBP7,0.90,0.100473404
GRB10,1.07,0.10051473
AP2A1,0.97,0.100635529
RFT1,0.20,0.100723902
ZHX2,0.07,0.100748062
RNH1,0.66,0.10078303
ZYG11B,0.48,0.100830078
PRDM8,0.73,0.100845973
FBXO7,0.22,0.100865046
SPC25,1.22,0.101020813
ERVMER34-1,0.46,0.101068497
RABGAP1,0.13,0.101085663
GNG5,1.32,0.101122538
EMC4,0.17,0.101240794
CPNE3,0.32,0.101380666
DECR2,0.37,0.101390839
IFT80;TRIM59,2.20,0.101567586
UFC1,1.37,0.101617177
WDYHV1,0.68,0.101637522
GPT2,1.17,0.1016922
RBKS,0.29,0.10179774
EIF2AK4,0.74,0.101868312
LRRC8D,1.70,0.101928711
SH2D5,0.45,0.101949056
RAB9A,0.63,0.101950963
ITSN2,0.39,0.101961772
SCAND1,0.17,0.101978302
GGPS1,0.55,0.102092107
PI4KB,0.56,0.102173487
C18orf21,2.44,0.102210363
CD70,0.20,0.102211634
FUBP3,1.18,0.102249781
TBCEL,0.84,0.102266312
ARHGEF11,0.25,0.102300008
HGH1,0.19,0.10231336
PTPRM,0.44,0.10232989
RAB32,0.77,0.102336884
GTPBP2,0.29,0.102347692
KDELC1,1.07,0.10238711
TMED4,0.58,0.102488836
DGKH,0.35,0.10250473
METAP1D,0.19,0.10251681
NAV3,0.53,0.102666855
APPL1,0.40,0.102746964
PODXL,0.30,0.102760315
ZNF277,0.15,0.102780024
ARPC4,0.20,0.102806091
PIP4K2B,0.85,0.102841059
CALM3,0.36,0.102850596
POFUT2,1.42,0.102879842
POGK,0.78,0.102918625
FBXO46,0.18,0.102919261
KCTD12,0.24,0.102932612
PLEKHA1,0.88,0.10293897
AMOTL1,1.72,0.102989197
MAP3K2,0.76,0.103012085
DYM,0.84,0.103110631
TAF6,0.92,0.103279114
LRIG1,0.14,0.103287379
FKBP15,2.45,0.103352865
PPP1R13L,0.20,0.103505452
POLR2M,0.23,0.103556951
C17orf59,0.13,0.103575389
DLG5,1.35,0.103603363
CALU,0.13,0.103640874
GAMT,1.20,0.103683472
ARMCX5,0.26,0.10376358
G6PD,0.91,0.103764852
ANTXR1,0.16,0.103795369
PYGL,0.29,0.103960037
NT5DC3,0.20,0.104092916
ATXN2,0.91,0.104122162
ABHD4,0.28,0.104134878
OCIAD2,0.35,0.104139964
KATNA1,1.27,0.10415713
TSPO,0.60,0.104194641
TRIP6,0.20,0.104223251
EEF2,0.45,0.104285558
PPP1CA,0.45,0.104290644
SMC2,0.32,0.104303996
PDZD11,0.85,0.104326884
COASY,0.34,0.104338328
C2CD2L,0.23,0.104343414
SORL1,0.81,0.104434967
PDLIM1,0.36,0.104490916
ZNF564,0.13,0.104528427
NPEPPS,0.94,0.104562759
ACBD6,0.21,0.104625066
INF2,0.29,0.104631424
RMND1,0.58,0.10463651
PPP3CB,0.20,0.104686101
RASSF2,0.71,0.104726156
FKRP,0.14,0.104750315
SLC25A36,1.07,0.104806264
ORAI1,0.05,0.104839325
AGRN,0.15,0.104875565
POLA2,0.43,0.104925791
SH3D19,1.10,0.1049366
POLQ,0.20,0.10500145
RFC4,0.40,0.10510699
ZNF516,0.19,0.105143229
SHARPIN,0.57,0.105255127
DVL2,0.17,0.105315526
GNB1L,2.24,0.105577469
KDM4B,1.40,0.105611165
VLDLR,0.46,0.105690638
SLBP,1.15,0.105703354
TUBB4A,0.13,0.105717341
ARL14EP,0.53,0.105743408
PEX11B,0.19,0.105747223
TPD52L2,0.19,0.105774562
G3BP2,0.94,0.105815887
HNRNPD,0.36,0.105818431
HECTD1,0.76,0.105836233
MED23,0.83,0.105906169
ARHGEF18,0.97,0.105928421
RABGAP1L,0.39,0.105937958
STAT6,0.89,0.105997086
GSTCD,0.49,0.106085459
SCIN,0.16,0.106131872
OPA1,2.16,0.106151581
HSPA4L,0.75,0.10618337
CYB5R2,0.25,0.106287003
EEF1D,0.25,0.106308619
COMMD1,0.68,0.106309255
STUB1,1.04,0.106412888
DEPDC5,0.15,0.106546402
C11orf68,0.63,0.106548309
NFX1,0.51,0.106554031
MPV17,2.10,0.10656929
SPATA20,0.54,0.106578827
CNPY4,0.07,0.10666275
PUM2,0.70,0.106760661
ZWINT,0.31,0.106777191
CTNNAL1,1.57,0.106800079
EHD3,0.67,0.106805801
FAM120A,1.72,0.106884003
CAMK2G,0.23,0.106887817
ACADSB,0.43,0.106931686
PEMT,0.05,0.106943766
PPP1R3D,0.24,0.107055028
SNX13,0.40,0.10709699
LRRC20,0.18,0.107117335
IFRD2,0.23,0.107225418
RP2,0.77,0.107281367
RUSC2,0.19,0.107297897
HOXB7,0.34,0.107380549
NRIP3,0.88,0.107390086
OTUD7B,2.42,0.107392629
APEX2,0.33,0.107397079
PTPN12,0.22,0.107660294
PRKCSH,0.97,0.107680639
TNFRSF10B,0.41,0.107692083
SLC8A1,0.82,0.107700348
ZBTB21,0.27,0.1077226
EPHA4,0.29,0.107792536
CIB1,0.55,0.107848485
REEP1,0.16,0.107910156
CTBP1,0.18,0.108030319
RFX5,1.11,0.108055115
ABCB7,1.26,0.108076731
CTC1,0.24,0.108113607
NXN,0.53,0.108121872
NCSTN,0.56,0.10815239
PSMG1,1.02,0.10815239
ZFP36L2,1.30,0.108215968
ECT2,1.47,0.10835584
SFXN2,0.19,0.108423233
CTSH,0.53,0.108425776
B3GALT6,0.58,0.108541489
FANCE,0.19,0.108561198
MAPKAPK5,2.89,0.108572642
ESCO1,0.43,0.108626684
AHDC1,0.36,0.108679454
DOLPP1,0.59,0.108778636
IFFO1,0.24,0.108901342
MALT1,1.33,0.108919779
OMA1,0.38,0.108947118
SHROOM2,0.59,0.109060287
GPR180,0.59,0.109097799
ZFP37,0.65,0.109104156
ABCG1,0.23,0.109191259
SP100,1.81,0.109205246
CHAF1A,0.78,0.109233856
SBDS,0.68,0.109288534
SRPK1,0.47,0.109362284
SLC35A5,0.22,0.109381994
EPHB4,0.26,0.109387716
FAM129B,0.45,0.109401067
ADAM9,1.99,0.109430949
EXOSC7,0.22,0.109435399
LRRC41,0.80,0.109465917
C15orf52,1.82,0.109475454
HIVEP3,0.25,0.109517415
MARK3,0.32,0.109535217
AGFG2,1.33,0.10954984
ABCB1,1.12,0.109582265
PTS,0.88,0.109658559
POM121C,2.07,0.109674454
TAF12,0.37,0.10972023
AGO2,1.23,0.109724045
STRIP2,0.15,0.109782537
GOLPH3L,0.18,0.109807332
PPP1R21,0.92,0.109910329
SIPA1,0.18,0.109917323
CREG1,0.21,0.109939575
MB21D1,1.80,0.110025406
NARS,0.29,0.110084534
SH2B1,0.19,0.110167821
ANGEL2,0.40,0.110268911
RNPS1,0.17,0.110339483
ATL1,0.18,0.110373815
VGLL4,0.38,0.110523224
ARL6IP6,0.41,0.110532125
HSPA2,0.12,0.110595067
SMOC1,1.27,0.110620499
BRIP1,1.02,0.110652288
SND1,1.57,0.110684077
ARHGEF2,0.66,0.110713323
APBA1,0.31,0.110713323
RRAS2,0.96,0.110877355
CCDC28A,0.09,0.110879262
SUPT20H,0.51,0.11093394
CDKN2AIP,0.76,0.110975266
CASK,1.24,0.110987981
ACOT7,0.27,0.111035029
DAGLB,0.77,0.111047109
WDR83,0.16,0.111140569
FERMT1,0.83,0.111176809
BRD9,0.24,0.111243566
LRFN1,0.38,0.111286163
RAD23B,1.44,0.111304601
HYI,0.17,0.111423492
PNMA1,2.10,0.111490885
TLK2,0.29,0.111499151
COX15,2.42,0.111525218
ERCC6L,0.60,0.111545563
TYSND1,0.49,0.111598969
AIG1,0.26,0.111704508
FAM129A,0.20,0.111845652
GLTSCR1L,0.16,0.111853917
SYT10,0.44,0.111889521
ANXA11,0.75,0.11190033
CAD,0.59,0.111927032
CNEP1R1,0.19,0.111973445
GABPB1,0.50,0.111990611
ASNS,1.14,0.111992518
INTS10,0.24,0.112056732
YIPF3,0.73,0.112078349
SNX24,0.30,0.112157186
GEN1,0.56,0.1123511
UBXN7,0.59,0.112571081
PREB,2.38,0.11259079
TTC7B,0.15,0.112695694
UFL1,1.48,0.112943014
SLC30A9,0.28,0.113039653
TMEM246,0.56,0.11312294
ANP32E,0.32,0.113133748
CCDC85B,0.22,0.113209407
CAPN15,0.21,0.113300959
LENG8,0.90,0.113471349
ROR2,0.76,0.113606771
BRD7,0.13,0.113659541
AP2S1,0.14,0.11370341
AXIN1,0.13,0.113787969
JUN,0.36,0.113817215
TNFRSF21,0.23,0.113818487
CAV2,0.19,0.113906225
FEZ2,0.37,0.113945007
SEPT10,0.64,0.114054362
PABPC4L,0.35,0.114131927
ZDHHC13,1.50,0.114138285
TRMT1,0.51,0.114238739
PRKACA,0.25,0.114268621
CRTC1,1.40,0.114307404
EIF2AK1,0.25,0.114323934
STRBP,0.93,0.114369075
RAVER1,0.97,0.114550908
F11R,1.75,0.114555359
SPC24,2.08,0.114635468
PDXK,0.19,0.114650726
CEBPB,0.34,0.11468633
TNK1,0.30,0.114859263
ACTR1A,0.25,0.114985784
KIAA0922,0.29,0.115023295
PCIF1,0.51,0.115054448
RDH14,0.54,0.115069071
ACOX1,0.20,0.115086873
PNPLA6,0.39,0.115187327
PICALM,2.15,0.115280787
PLCB3,0.31,0.115297318
GRIPAP1,0.57,0.115353902
NADK,0.46,0.115358988
NFKBIE,0.21,0.115386963
XIAP,1.35,0.115432103
UBL4A,0.44,0.115453084
PNPO,0.27,0.115486145
TMX4,0.51,0.115539551
HHEX,0.33,0.115548452
SPTBN1,1.22,0.115594228
CNN3,0.34,0.115604401
BET1L,0.71,0.115605036
AXL,0.87,0.115624746
CENPH,0.14,0.115640004
PYCARD,0.23,0.11566925
UST,0.19,0.11570104
KIAA0100,1.05,0.115708033
WNT5B,0.26,0.115839005
FTSJ1,0.49,0.115843455
ARHGAP21,0.76,0.115897497
TOP2B,0.22,0.116147359
RAB3D,0.73,0.116170883
ATP13A3,0.41,0.116228104
SH3KBP1,0.14,0.116299947
CDC42EP1,0.52,0.116413752
GPD1L,2.52,0.116486867
TAF5,0.30,0.116498947
SH3GLB2,0.41,0.116577148
KRI1,0.44,0.116717656
ROCK1,0.52,0.11693128
KHDRBS3,0.56,0.116949081
PTGES,0.54,0.116972605
SNX33,0.30,0.117115021
ARL3,0.15,0.117153804
EPHA2,1.04,0.117241542
BAK1,0.11,0.117272695
ZSCAN21,0.22,0.117314021
RABEP2,0.51,0.117408117
SKA1,0.30,0.117425283
DPM3,0.17,0.117531459
SCO2,1.12,0.117684046
GRSF1,1.61,0.117708206
EIF4G1,0.24,0.117804209
TULP3,0.44,0.117848078
CHM,1.64,0.117866516
ZFYVE1,0.34,0.117883682
SPICE1,0.13,0.118007024
C16orf58,0.86,0.118028005
CCHCR1,0.22,0.118103027
RGL2,0.15,0.118115743
FZR1,0.51,0.118137995
ZDHHC14,0.07,0.118518194
DGKZ,1.21,0.118518829
CHMP4C,0.27,0.118670146
YES1,1.26,0.118685404
CAPG,0.34,0.11868604
OXR1,1.12,0.118806203
C18orf8,0.31,0.118879954
JUP,0.22,0.118890127
MAP4K3,1.00,0.119019826
HOXB8;HOXC8,0.16,0.119154612
GAREM,0.27,0.119297028
RAB11FIP1,0.28,0.119316737
TRPM4,0.32,0.119342168
KIAA0753,1.29,0.119344711
PHLPP1,0.24,0.119446437
MLF1,1.91,0.119462331
C1orf53,0.32,0.119510015
PRCP,0.44,0.119511922
PPP2R2D,0.58,0.119573593
FOSL2,0.50,0.119580587
MAGEH1,0.45,0.119582494
ZFAND2B,0.15,0.119938533
C20orf27,1.23,0.120096842
KMT2D,0.08,0.120113373
INPP5F,0.79,0.120167414
PLAU,0.54,0.120274862
PHLDA1,1.00,0.120333354
PIAS3,0.48,0.120369593
PHACTR2,0.38,0.12040774
ADAMTS12,0.10,0.120436986
GALNT16,0.31,0.120559057
ASB13,0.10,0.120573044
FKBP8,0.30,0.120592753
NEU3,0.20,0.120616913
CCDC84,0.15,0.12067922
TAB2,0.42,0.120714188
SIN3B,0.56,0.120747248
ARPC5,2.57,0.120763779
BRD4,0.53,0.12085406
STAP2,0.62,0.120876312
API5,0.19,0.1208992
RASSF8,0.23,0.120901108
FMOD,0.10,0.120999654
DHRS11,1.38,0.121044795
VEZT,1.21,0.121120453
MAP7,0.39,0.12128067
NCBP2,1.93,0.121358871
MFN1,0.19,0.121396383
NFIC,0.25,0.121458689
FURIN,0.12,0.121527354
HELZ2,0.40,0.121616364
PEX5,0.22,0.121658961
WASL,0.75,0.121734619
CTPS2,2.19,0.121758779
LAMB1,0.89,0.121828715
CDK13,0.67,0.121863047
ARID4A,0.10,0.121916453
CDAN1,0.34,0.121985753
GIPC1,0.33,0.121988297
MYO5A,1.11,0.122056325
GTPBP3,0.66,0.122079213
SEC61A2,0.25,0.122133891
TJAP1,0.62,0.122149785
CYTH3,0.64,0.122160594
PRPS2,1.96,0.12220192
CYB561D2,0.18,0.122302373
TARBP1,0.41,0.122324626
OTUD4,0.47,0.122358322
MLF2,0.21,0.122498194
NUF2,0.66,0.122509003
HIP1R,1.72,0.122542063
ADAMTSL1,0.57,0.122740428
DOCK11,0.48,0.122756322
KIAA1549L,0.87,0.122926712
TIMM13,0.62,0.122952779
PKP2,0.19,0.123022079
ELK1,0.28,0.123071671
CSPG4,0.29,0.123133977
CLTCL1,0.72,0.123170217
NUDT2,0.24,0.123292287
ZNF32,0.70,0.123311996
PEAK1,1.09,0.123332977
OSBPL1A,0.79,0.123336156
VPS4B,1.08,0.123357773
ERMP1,0.30,0.123444875
ZC3H14,0.45,0.123469035
TIMP1,0.35,0.123545329
KLHL25,0.16,0.123596191
DAZAP2,0.09,0.123624484
SPTLC1,0.69,0.123659134
GEMIN8,0.33,0.123795191
AGTRAP,0.19,0.123889923
SCLT1,0.37,0.123902003
TMX3,0.93,0.124032974
FEM1A,0.14,0.124055227
ACTG1;ACTB,0.28,0.124444962
PPFIA1,0.64,0.12444814
SLC35C2,0.15,0.124481201
ZNF618,0.91,0.124586741
MPP1,0.50,0.124661764
TGFBR2,0.61,0.124732335
WDR44,0.93,0.124773026
SLC25A16,0.62,0.12478892
NBEAL2,0.27,0.124865214
OSBPL3,1.24,0.12490654
ODF2,1.15,0.12491099
NKX2-4;NKX2-1,0.61,0.124936422
CBFA2T2,0.29,0.12508138
SPATA33,0.29,0.125102997
MAPK8,0.81,0.125312169
IGSF8,0.61,0.125419617
ANXA7,0.23,0.125448227
RUFY2,0.37,0.125590642
SLC25A38,0.29,0.125753403
WBSCR16,0.66,0.126061757
RSBN1,0.08,0.126137416
CDK5RAP2,0.76,0.126146952
BPGM,0.22,0.126166026
IGF2BP2,1.32,0.12616984
ALKBH3,0.75,0.12622261
C1GALT1C1,0.73,0.126407623
GALNT7,1.75,0.12643369
FHOD3,0.48,0.126468658
POLL,0.24,0.126663844
SUPT3H,0.39,0.126694997
HMGCL,0.47,0.126719157
ADD3,0.54,0.126723607
TAPBP,0.56,0.126978556
BTBD11,0.69,0.127027512
SMARCD2,0.84,0.127032598
LTBP4,0.16,0.127113978
FAM89A,0.27,0.127221425
HOXB9,0.40,0.127373377
PIGH,0.16,0.1273791
MAPKBP1,0.23,0.127499262
PCBP4,0.56,0.127673467
TMEM106B,0.91,0.127746582
TNFRSF12A,1.46,0.127831777
SAV1,0.38,0.127910614
NRAS,0.16,0.127998352
TMEM163,0.34,0.128044128
ZBTB7A,0.81,0.128105164
GAPVD1,1.27,0.128178279
BCAR3,1.28,0.12821579
SRGAP1,1.16,0.12821579
VAV2,0.53,0.128235499
SYT14,0.34,0.128248215
GBA2,0.21,0.128292084
TRMT2B,1.31,0.128400167
NR2C2AP,0.32,0.128431956
TOR1AIP1,1.25,0.128524144
ATP11C,0.88,0.128569921
ADAM23,0.30,0.1285731
ABCB10,1.32,0.12860616
TRIM65,0.14,0.128625234
WASF3,0.14,0.128724416
SLC25A39,0.84,0.128789902
NUDT4,0.58,0.128861109
CYB5R4,0.29,0.129043579
TTC7A,0.41,0.129068375
TBC1D22A,0.23,0.129197439
AMER1,0.11,0.129249573
THBD,0.35,0.129273097
SKA3,0.55,0.129460017
NRBP1,0.34,0.129465739
COMTD1,0.19,0.129565557
GAN,0.88,0.129601796
S100PBP,0.17,0.129835765
ZC3H12C,0.19,0.12985611
SNAPC5,0.41,0.12986056
NEXN,0.27,0.129946391
RFFL,0.22,0.130110423
ELOVL1,1.40,0.130121867
CLN3,0.56,0.130217234
ACBD5,0.84,0.130231857
ITPK1,0.06,0.130235672
ZNF131,0.47,0.130331675
WASF3,0.52,0.130350113
ARHGEF17,0.30,0.130381902
SRPK2,2.38,0.130438487
TATDN2,0.12,0.130668004
ATL2,0.74,0.13066864
STK17A,0.55,0.130706787
HOPX,0.26,0.130882263
PLXNA1,0.30,0.13097318
TBC1D1,0.28,0.130975087
TCIRG1,0.15,0.131057739
HPS1,0.22,0.131175359
EBF3,0.28,0.1313591
GPN1,0.42,0.131377538
SNAPIN,0.33,0.131424586
SLC2A1,0.34,0.131460826
NCBP1,1.46,0.131507238
VCL,0.62,0.131536484
SH3GL1,0.68,0.131575267
CD99,0.51,0.131662369
SNX7,0.21,0.131905874
ANKRD11,2.29,0.131924311
KIF21A,0.25,0.131961187
DNM2,0.26,0.132118225
LGALSL,1.31,0.132145564
PCNT,0.60,0.13225619
METTL2B,0.34,0.132415136
NAB2,1.19,0.132549922
CNKSR3,0.72,0.132607142
CCDC167,0.09,0.132652283
PEX7,0.62,0.132703145
OTUD5,0.33,0.132722219
TUT1,0.63,0.132744471
MAP4K4,0.28,0.132754644
WDFY3,0.39,0.132761002
POP7,0.72,0.132796605
AIDA,1.53,0.13282458
JUND,0.81,0.132946014
WDR47,0.90,0.132978439
UQCR10,0.39,0.133157094
LRCH3,2.65,0.133227666
CEP41,0.44,0.133243561
LMNB2,0.71,0.133492788
